subscription_id,type,Recency,last_access_date,lst_date,subscription_date,freq,qt_page_view,qt_page_view_week,qt_page_view_weekend,qt_page_view_mornig,qt_page_view_afternoon,qt_page_view_nigth,qt_art_read,qt_source_sm_cpc_facebook,qt_source_sm_cpc_others,qt_source_sm_facebook,qt_source_sm_other,qt_source_nedeal,qt_source_email,qt_source_others,qt_gazeta_capa,qt_gazeta_esportes,qt_gazeta_politica,qt_gazeta_economia,Vol_agro,Vol_haus,Vol_bgourmet,Vol_viverbem,Vol_guia,qt_gazeta_curitiba,qt_access_others,qt_comments,qt_explicar,qt_alegre,qt_provocar,qt_triste,qt_inspirar,qt_moderno,qt_facilitar,qt_surpreendente,qt_informar,qt_hardnews,qt_softnews,qt_appGazeta,qt_appGuia,qt_mobile,qt_other_devices,qt_login,browser,has_club,has_print
1485553,T,,,,2017-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1485554,T,,,,2017-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
1486749,T,,,,2017-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1486847,T,2.0,2018-05-20,"2018-05-18,2018-05-20,2018-06-17",2017-12-18,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Android 4.0,1,0
1486850,T,,,,2017-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1486915,T,29.0,2018-06-15,"2018-05-17,2018-05-17,2018-05-18,2018-05-19,2018-05-21,2018-05-22,2018-05-23,2018-05-24,2018-05-25,2018-05-26,2018-05-28,2018-05-29,2018-05-30,2018-06-01,2018-06-02,2018-06-04,2018-06-05,2018-06-06,2018-06-07,2018-06-08,2018-06-09,2018-06-11,2018-06-12,2018-06-13,2018-06-14,2018-06-15,2018-06-16",2017-12-19,25,223,207,16,140,51,32,65,0,0,0,4,0,0,219,147,0,37,5,2,2,0,0,0,3,27,0,19,6,5,1,1,4,3,3,52,49,0,0,0,14,209,2,Chrome 67.0.3396.87,0,0
1487019,T,9.0,2018-05-29,"2018-05-20,2018-05-28,2018-05-29,2018-06-19",2017-12-20,2,3,3,0,0,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,App,0,0
1487022,T,28.0,2018-06-14,"2018-05-17,2018-05-21,2018-05-22,2018-05-23,2018-05-27,2018-05-28,2018-05-29,2018-06-02,2018-06-04,2018-06-05,2018-06-06,2018-06-07,2018-06-08,2018-06-10,2018-06-11,2018-06-12,2018-06-13,2018-06-14,2018-06-16",2017-12-20,17,95,83,12,28,32,35,46,0,0,3,0,0,0,92,23,38,10,0,0,2,0,0,0,1,21,1,23,7,3,1,6,3,5,9,22,22,6,0,0,0,95,4,Chrome 67.0.3396.87,1,0
1487434,T,13.0,2018-05-30,"2018-05-17,2018-05-30,2018-06-16",2017-12-22,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Chrome 66.0.3359.181,0,0
1487447,T,,,,2017-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1487528,T,26.0,2018-06-20,"2018-05-25,2018-06-05,2018-06-07,2018-06-14,2018-06-19,2018-06-20,2018-06-24",2017-12-25,5,42,42,0,36,0,6,7,0,0,0,0,0,0,42,35,2,0,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0,1,4,2,0,29,0,0,13,5,Android 4.0,1,0
1487593,T,,,,2017-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1487649,T,15.0,2018-06-10,"2018-05-26,2018-05-26,2018-05-27,2018-05-28,2018-05-29,2018-05-31,2018-06-01,2018-06-02,2018-06-03,2018-06-07,2018-06-09,2018-06-10,2018-06-25",2017-12-26,11,110,63,47,47,12,51,32,0,0,0,0,0,0,110,61,1,29,1,2,0,0,1,0,3,12,3,8,1,18,0,1,1,0,3,40,34,1,0,0,91,19,1,Chrome 67.0.3396.81,0,0
1487652,T,29.0,2018-06-15,"2018-05-17,2018-05-19,2018-05-21,2018-05-22,2018-05-23,2018-05-24,2018-05-25,2018-06-08,2018-06-12,2018-06-13,2018-06-14,2018-06-15,2018-06-16",2017-12-26,11,253,229,24,49,97,107,53,0,0,7,2,0,0,244,194,2,13,3,1,1,2,6,0,0,31,0,10,7,8,1,2,4,2,7,19,15,4,0,0,0,253,1,Chrome 67.0.3396.87,0,0
1487657,T,,,,2017-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1487689,T,,,,2017-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1487725,T,,,,2017-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1487733,T,23.0,2018-06-20,"2018-05-28,2018-05-28,2018-05-29,2018-05-30,2018-06-01,2018-06-04,2018-06-05,2018-06-06,2018-06-11,2018-06-14,2018-06-18,2018-06-20,2018-06-27",2017-12-28,11,69,69,0,43,12,14,11,0,0,0,0,0,0,69,52,1,1,1,1,0,0,3,5,1,4,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,69,1,Chrome 67.0.3396.87,1,0
1487756,T,22.0,2018-06-08,"2018-05-17,2018-05-17,2018-05-18,2018-05-19,2018-05-20,2018-05-21,2018-05-22,2018-05-23,2018-05-24,2018-05-25,2018-05-26,2018-05-27,2018-05-28,2018-05-29,2018-05-30,2018-05-31,2018-06-01,2018-06-03,2018-06-04,2018-06-05,2018-06-06,2018-06-08,2018-06-16",2017-12-28,21,71,59,12,24,25,22,65,1,0,60,0,0,0,10,0,0,26,3,8,4,2,4,0,13,11,0,17,3,2,1,0,1,2,2,36,36,2,0,0,69,2,1,Android 4.0,1,0
1487764,T,,,,2017-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1487772,T,,,,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1487778,T,,,,2017-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1487868,T,,,,2018-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1487871,T,,,,2018-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488042,T,,,,2018-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488244,T,10.0,2018-05-19,"2018-05-09,2018-05-18,2018-05-19,2018-06-08",2018-01-09,2,3,1,2,2,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Firefox 59.0,0,0
1488307,T,,,,2018-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488324,T,29.0,2018-06-04,"2018-05-06,2018-05-06,2018-05-07,2018-05-08,2018-05-09,2018-05-10,2018-05-11,2018-05-13,2018-05-14,2018-05-15,2018-05-16,2018-05-18,2018-05-20,2018-05-21,2018-05-23,2018-05-24,2018-05-25,2018-05-28,2018-05-29,2018-05-30,2018-05-31,2018-06-01,2018-06-02,2018-06-04,2018-06-05",2018-01-10,23,148,119,29,51,61,36,82,0,0,1,0,0,0,147,56,0,7,11,0,7,7,8,23,15,14,0,3,11,4,11,13,8,10,1,16,9,10,0,0,0,148,2,Chrome 66.0.3359.181,1,0
1488400,T,,,,2018-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488419,T,29.0,2018-06-28,"2018-05-30,2018-05-31,2018-06-01,2018-06-04,2018-06-05,2018-06-06,2018-06-07,2018-06-08,2018-06-10,2018-06-11,2018-06-12,2018-06-13,2018-06-14,2018-06-15,2018-06-18,2018-06-19,2018-06-20,2018-06-21,2018-06-22,2018-06-23,2018-06-25,2018-06-26,2018-06-27,2018-06-28,2018-06-29",2018-01-12,23,84,80,4,27,39,18,50,0,0,23,0,0,0,61,32,5,18,4,0,0,0,1,0,0,24,0,12,3,4,4,2,4,2,7,40,27,6,0,0,84,0,1,Chrome 65.0.3325.109,0,0
1488629,T,9.0,2018-05-26,"2018-05-17,2018-05-26,2018-06-16",2018-01-16,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Android 7.0,0,0
1488672,T,26.0,2018-06-11,"2018-05-16,2018-05-17,2018-05-20,2018-05-25,2018-05-26,2018-05-28,2018-06-01,2018-06-05,2018-06-08,2018-06-11,2018-06-15",2018-01-16,9,15,13,2,7,2,6,11,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,11,0,7,0,2,0,0,7,0,2,1,1,0,0,0,15,0,1,Android 4.0,0,0
1488694,T,,,,2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488817,T,21.0,2018-06-08,"2018-05-18,2018-05-26,2018-05-29,2018-06-08,2018-06-17",2018-01-18,3,5,4,1,1,0,4,4,0,0,0,1,0,0,4,1,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,3,2,2,Chrome 66.0.3359.117,1,0
1488857,T,,,,2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1488874,T,,,,2018-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488955,T,,,,2018-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1488969,T,25.0,2018-06-15,"2018-05-21,2018-05-23,2018-05-24,2018-05-31,2018-06-15,2018-06-20",2018-01-20,4,5,5,0,3,2,0,5,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,1,1,0,0,0,3,2,1,Chrome 66.0.3359.181,0,0
1489022,T,,,,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1489501,T,,,,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1489599,T,27.0,2018-06-18,"2018-05-22,2018-05-22,2018-05-23,2018-05-24,2018-05-25,2018-05-26,2018-05-27,2018-05-28,2018-05-29,2018-05-30,2018-05-31,2018-06-01,2018-06-02,2018-06-03,2018-06-04,2018-06-05,2018-06-06,2018-06-07,2018-06-08,2018-06-09,2018-06-15,2018-06-18,2018-06-21",2018-01-22,21,213,178,35,84,83,46,42,0,0,0,0,0,0,213,167,1,14,1,1,0,0,6,2,6,15,0,7,0,1,0,0,1,1,6,29,20,4,16,0,197,0,5,Android 4.0,1,0
1489750,T,,,,2018-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1490034,T,27.0,2018-06-13,"2018-05-17,2018-05-17,2018-05-18,2018-05-19,2018-05-20,2018-05-21,2018-05-22,2018-05-23,2018-05-24,2018-05-25,2018-05-26,2018-05-27,2018-05-28,2018-05-29,2018-06-02,2018-06-05,2018-06-06,2018-06-07,2018-06-08,2018-06-09,2018-06-11,2018-06-13,2018-06-16",2018-01-23,21,626,560,66,100,343,183,41,0,0,0,0,0,0,626,579,0,22,0,0,0,3,4,0,3,15,0,6,0,3,0,0,1,5,1,24,18,5,0,0,0,626,3,Chrome 66.0.3359.181,0,0
1490138,T,27.0,2018-06-20,"2018-05-24,2018-05-24,2018-05-25,2018-05-28,2018-06-06,2018-06-15,2018-06-20,2018-06-23",2018-01-24,6,153,153,0,104,6,43,7,0,0,0,0,0,0,153,146,1,0,0,0,0,0,0,1,3,2,0,1,0,0,1,1,0,0,0,4,3,1,0,0,0,153,1,Chrome 67.0.3396.87,1,0
1490155,T,,,,2018-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1490235,T,20.0,2018-06-13,"2018-05-24,2018-06-13,2018-06-23",2018-01-25,1,5,5,0,0,0,5,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,Firefox 60.0,0,0
1490267,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490284,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1
1490308,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490364,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490378,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490387,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490406,T,,,,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490415,T,30.0,2018-06-20,"2018-05-21,2018-05-24,2018-05-26,2018-05-29,2018-05-30,2018-06-02,2018-06-03,2018-06-05,2018-06-06,2018-06-07,2018-06-09,2018-06-11,2018-06-13,2018-06-14,2018-06-15,2018-06-17,2018-06-20,2018-06-20",2018-01-25,16,170,127,43,63,41,66,46,0,0,1,0,0,0,169,114,6,17,6,1,1,0,0,1,4,20,0,12,4,2,1,3,1,3,5,29,21,5,0,0,0,170,1,Chrome 67.0.3396.87,1,0
1490521,T,,,,2018-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
1490527,T,,,,2018-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1490557,T,29.0,2018-06-25,"2018-05-27,2018-05-27,2018-05-31,2018-06-01,2018-06-02,2018-06-03,2018-06-04,2018-06-05,2018-06-06,2018-06-07,2018-06-09,2018-06-10,2018-06-12,2018-06-13,2018-06-15,2018-06-16,2018-06-17,2018-06-19,2018-06-20,2018-06-21,2018-06-23,2018-06-25,2018-06-26",2018-01-27,21,114,71,43,42,20,52,44,0,0,0,1,0,0,113,66,1,10,6,1,3,4,1,2,3,17,1,10,6,5,2,5,2,3,6,29,17,10,0,0,35,79,1,Firefox 60.0,1,0
1490583,T,,,,2018-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1490624,T,,,,2018-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1490647,T,18.0,2018-06-15,"2018-05-28,2018-05-28,2018-05-29,2018-05-30,2018-06-02,2018-06-03,2018-06-04,2018-06-05,2018-06-06,2018-06-07,2018-06-08,2018-06-11,2018-06-12,2018-06-13,2018-06-14,2018-06-15,2018-06-27",2018-01-29,15,148,145,3,41,64,43,32,0,0,0,0,0,0,148,106,1,6,6,1,3,0,4,3,7,11,0,8,3,1,4,6,4,1,1,29,21,5,0,0,12,136,1,Chrome 65.0.3325.181,1,0
1491421,T,,,,2018-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1491443,T,,,,2018-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1492463,T,,,,2018-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1492477,T,14.0,2018-06-05,"2018-05-22,2018-05-22,2018-05-24,2018-05-25,2018-05-26,2018-05-27,2018-05-28,2018-05-29,2018-05-30,2018-05-31,2018-06-05,2018-06-21",2018-01-30,10,159,146,13,118,20,21,30,0,0,0,0,0,0,159,122,1,20,0,0,0,0,1,1,3,11,0,12,0,5,0,2,1,5,2,24,19,2,158,0,0,1,1,Android 4.0,1,0
1493301,T,20.0,2018-06-10,"2018-05-21,2018-06-07,2018-06-10,2018-06-20",2018-01-30,2,3,2,1,1,2,0,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,3,3,0,0,0,3,0,1,Android 4.0,0,0
1494318,T,29.0,2018-06-19,"2018-05-21,2018-05-24,2018-05-25,2018-05-29,2018-06-19,2018-06-20",2018-01-30,4,11,11,0,3,6,2,9,0,0,2,0,0,0,9,2,0,3,1,0,0,0,0,0,2,3,0,0,0,1,0,0,0,2,0,4,5,0,0,0,2,9,1,Chrome 67.0.3396.87,1,0
1494939,T,,,,2018-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1495435,T,0.0,2018-05-21,"2018-05-21,2018-05-21,2018-06-20",2018-01-31,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Android 4.0,0,0
1497994,T,,,,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1498027,T,,,,2018-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1498241,T,26.0,2018-05-31,"2018-05-05,2018-05-12,2018-05-23,2018-05-31,2018-06-04",2018-02-05,3,3,2,1,2,1,0,3,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,3,0,0,0,3,0,2,Safari 15D100,0,0
1498277,T,,,,2018-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1498585,T,29.0,2018-06-28,"2018-05-30,2018-05-31,2018-06-03,2018-06-04,2018-06-10,2018-06-11,2018-06-12,2018-06-13,2018-06-24,2018-06-26,2018-06-27,2018-06-28,2018-06-29",2018-02-09,11,18,14,4,9,4,5,4,0,0,0,0,0,0,18,1,0,0,0,0,0,0,1,0,0,16,1,9,1,0,0,1,9,0,1,10,0,0,0,0,0,18,1,Opera 53.0.2907.99,0,0
1498773,T,,,,2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1498781,T,,,,2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1499011,T,,,,2018-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499100,T,15.0,2018-06-01,"2018-05-17,2018-06-01,2018-06-16",2018-02-18,1,6,6,0,6,0,0,4,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,2,2,2,0,0,0,6,1,Chrome 67.0.3396.62,0,0
1499137,T,,,,2018-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499168,T,11.0,2018-05-30,"2018-05-19,2018-05-23,2018-05-24,2018-05-25,2018-05-28,2018-05-30,2018-06-18",2018-02-19,5,105,105,0,14,53,38,28,0,0,0,0,0,0,105,76,0,12,2,0,0,0,0,0,10,5,0,3,1,2,0,1,1,1,2,15,15,0,0,0,1,104,11,Chrome 66.0.3359.181,1,0
1499176,T,,,,2018-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499194,T,,,,2018-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499356,T,,,,2018-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499504,T,,,,2018-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499526,T,,,,2018-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499535,T,21.0,2018-06-12,"2018-05-22,2018-05-22,2018-05-23,2018-05-24,2018-05-25,2018-05-26,2018-05-27,2018-05-29,2018-06-12,2018-06-21",2018-02-23,8,96,82,14,19,44,33,56,0,0,4,0,0,0,92,36,0,33,2,3,3,1,0,0,1,17,0,9,0,5,0,1,2,0,4,20,18,1,0,0,0,96,1,Safari 11.1,0,0
1499566,T,,,,2018-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499632,T,27.0,2018-06-20,"2018-05-24,2018-06-13,2018-06-20,2018-06-23",2018-02-24,2,4,4,0,4,0,0,3,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,4,0,0,0,1,Android 4.0,0,0
1499633,T,,,,2018-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
1499638,T,,,,2018-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499736,T,,,,2018-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0
1499770,T,28.0,2018-06-21,"2018-05-24,2018-05-26,2018-05-27,2018-05-28,2018-05-29,2018-05-30,2018-05-31,2018-06-01,2018-06-02,2018-06-03,2018-06-05,2018-06-06,2018-06-09,2018-06-10,2018-06-12,2018-06-13,2018-06-14,2018-06-16,2018-06-18,2018-06-20,2018-06-21,2018-06-23",2018-02-27,20,377,210,167,92,71,214,93,0,0,0,0,0,0,377,239,8,70,2,2,1,2,2,0,19,32,4,42,4,12,2,11,4,4,12,86,83,6,0,0,251,126,2,Chrome 66.0.3359.158,1,0
1499776,T,19.0,2018-06-15,"2018-05-27,2018-05-28,2018-05-29,2018-05-30,2018-06-01,2018-06-04,2018-06-05,2018-06-07,2018-06-08,2018-06-11,2018-06-12,2018-06-13,2018-06-15,2018-06-26",2018-02-27,12,50,50,0,3,14,33,21,0,0,0,0,0,0,50,29,2,6,3,0,0,1,0,0,2,7,0,9,2,5,1,2,1,0,2,14,13,2,0,0,0,50,1,Firefox 52.0,0,0
